policy_deductable,policy_annual_premium,capital-gains,capital-loss,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,vehicle_claim,customer,Customer_age_group,have_umbrella_limit,policy_csl,insured_sex,insured_education_level,incident_severity,property_damage,police_report_available,fraud_reported,insured_occupation_armed-forces,insured_occupation_craft-repair,insured_occupation_exec-managerial,insured_occupation_farming-fishing,insured_occupation_handlers-cleaners,insured_occupation_machine-op-inspct,insured_occupation_other-service,insured_occupation_priv-house-serv,insured_occupation_prof-specialty,insured_occupation_protective-serv,insured_occupation_sales,insured_occupation_tech-support,insured_occupation_transport-moving,insured_relationship_not-in-family,insured_relationship_other-relative,insured_relationship_own-child,insured_relationship_unmarried,insured_relationship_wife,incident_type_Parked Car,incident_type_Single Vehicle Collision,incident_type_Vehicle Theft,collision_type_Rear Collision,collision_type_Side Collision,authorities_contacted_Fire,authorities_contacted_None,authorities_contacted_Other,authorities_contacted_Police
500,1401.2,51500,0,9,1,1,0,4770,0,0,1,2.5,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
1000,1665.45,34400,-33100,9,3,2,2,35520,0,0,1,2.5,1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
2000,653.66,52100,-46900,22,3,0,0,54810,0,1,1,5.0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
500,1080.13,0,-61000,15,3,0,3,32270,0,0,1,1.0,1,5,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2000,1346.18,57800,-53300,14,3,2,3,50160,0,0,1,1.0,0,5,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2000,1589.54,55400,0,6,3,2,0,59710,0,0,1,2.5,1,3,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1000,1251.65,71200,0,6,1,0,0,2240,0,0,1,1.0,0,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
2000,1083.01,91900,0,22,4,2,0,49680,0,0,1,1.0,1,6,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
500,974.59,62800,0,14,3,1,0,35820,0,1,1,1.0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2000,1399.85,49900,-19800,16,3,0,2,43280,0,0,1,5.0,0,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
500,1307.74,0,-75700,10,3,0,1,29190,0,0,1,5.0,0,5,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2000,1219.27,53100,-63400,9,3,1,2,49840,0,0,1,2.5,1,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
500,1411.3,55600,0,4,1,1,0,43920,0,0,1,1.0,1,7,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
2000,694.45,0,0,6,3,0,1,46800,0,0,1,1.0,0,1,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
500,1006.77,0,0,15,3,2,1,49630,0,0,0,1.0,0,3,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1000,1422.36,0,-83900,12,3,1,3,31040,0,0,1,2.5,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
1000,1348.32,37600,-37600,3,1,2,1,3010,0,0,1,1.0,0,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
2000,1315.56,0,0,14,1,0,0,4340,0,0,1,2.5,0,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1
2000,1407.01,47400,-27600,10,1,0,2,41930,0,0,0,2.5,1,7,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
2000,1388.58,0,-49400,17,3,1,3,53040,0,0,1,2.5,0,6,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
500,1310.76,0,-40900,8,1,0,1,51120,0,0,1,5.0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1000,1004.63,26900,0,14,3,2,0,46480,0,0,0,1.0,1,1,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
500,1134.91,68700,0,6,1,1,0,5120,0,0,1,1.0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
1000,1194.0,0,0,6,1,1,2,51940,0,1,1,2.5,0,1,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1000,1248.25,0,-33300,8,1,0,2,5840,0,0,0,5.0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
500,1338.54,0,0,13,1,0,1,68480,0,0,1,1.0,1,5,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
2000,782.23,64200,-32300,0,3,0,2,34380,0,0,1,2.5,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1366.9,0,-15700,14,3,1,0,31620,0,0,1,2.5,0,2,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1000,1275.81,0,-48300,13,1,2,2,69930,0,0,1,5.0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
500,1090.65,0,-51800,16,4,1,2,42720,0,0,1,2.5,1,2,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
500,1326.0,0,-54600,13,1,1,2,48080,0,0,1,2.5,0,5,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
2000,972.47,0,-58100,15,3,2,2,53970,0,0,1,2.5,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
500,806.31,0,0,3,1,2,3,2700,0,0,1,1.0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
500,1416.24,0,0,7,1,1,0,4320,0,0,1,5.0,0,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
2000,1097.64,27100,0,16,2,1,0,35400,0,1,1,2.5,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
500,947.75,0,-39300,15,1,1,3,5760,0,0,1,1.0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
2000,1018.73,20000,-82700,21,3,1,2,57680,0,0,0,1.0,1,5,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2000,1400.74,34000,-55600,23,3,0,2,52380,0,0,1,1.0,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
500,1155.53,0,-35200,5,1,0,2,3780,0,0,0,2.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1
500,1386.93,54100,-77600,15,3,0,0,46060,0,0,1,2.5,1,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
500,915.29,82400,-57100,14,1,2,1,28560,0,0,1,1.0,0,1,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
500,1239.55,0,0,1,1,1,1,38400,0,1,0,2.5,0,7,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
500,1366.42,44000,0,14,3,1,2,47280,0,0,1,2.5,0,5,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
1000,1086.48,0,-53800,17,3,1,1,56320,0,0,0,5.0,1,5,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2000,1247.87,0,-39700,20,3,2,2,36560,0,0,1,2.5,1,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2000,1312.75,81300,0,10,3,2,2,58720,0,0,1,1.0,0,7,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2000,765.64,0,-22200,3,3,0,3,22800,1,1,1,1.0,1,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,1327.41,0,-38600,0,1,0,0,24500,0,0,1,1.0,0,5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1000,1338.55,39000,0,10,3,2,2,47600,0,0,1,5.0,1,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2000,1316.63,43900,0,13,3,2,0,58500,0,1,0,2.5,0,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1000,1286.44,0,-39500,14,1,2,1,52850,0,0,1,5.0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
1000,1372.18,0,0,22,3,1,3,60400,0,0,1,5.0,1,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2000,1447.77,39400,-63900,8,3,1,1,48240,0,0,1,5.0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
500,903.32,0,0,1,3,1,0,22190,1,0,1,2.5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1000,1454.42,51600,-73900,19,1,0,1,49520,0,1,1,5.0,1,5,3,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
2000,1603.42,61600,-30200,17,1,0,2,60390,0,0,1,1.0,0,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
2000,1616.58,58500,-46800,13,3,0,3,44520,0,1,1,2.5,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
500,1611.83,0,0,4,1,1,2,26240,0,0,1,2.5,1,2,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
500,889.13,0,0,14,3,0,2,29460,0,0,1,5.0,0,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1000,1252.08,0,0,4,2,2,2,35280,0,1,1,2.5,1,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2000,995.56,0,-65400,23,3,1,1,61880,0,0,1,5.0,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2000,1347.92,0,-42100,21,3,0,2,48400,0,0,1,1.0,0,2,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1000,1724.09,0,0,23,3,0,0,47840,0,0,1,1.0,1,7,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
500,1379.93,0,0,6,3,0,2,37680,0,0,1,2.5,1,6,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1000,1554.64,0,-27900,21,1,1,0,40480,0,0,0,2.5,1,7,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1000,1377.94,0,0,23,1,2,3,29760,0,1,1,5.0,1,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
2000,1313.33,53500,-73600,3,3,1,3,56480,0,0,1,5.0,0,7,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,1259.02,67000,-53600,8,1,2,2,3760,0,1,1,2.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1000,1371.88,0,0,4,1,2,2,2030,0,1,1,5.0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
500,1399.27,38900,-48700,22,1,0,0,46760,0,1,0,1.0,1,3,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
1000,1061.98,0,0,16,1,0,1,50750,0,0,0,5.0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
500,1365.46,0,-56600,14,3,2,1,34440,0,0,0,2.5,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
1000,894.4,0,-53700,13,1,2,0,54670,0,0,1,5.0,1,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
500,956.69,39600,-64300,20,1,1,1,69680,0,1,1,2.5,0,5,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2000,1123.89,35400,-49200,0,3,1,3,41220,0,0,1,5.0,1,6,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
500,1085.03,0,-61000,23,3,2,2,45360,0,0,1,1.0,0,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2000,1437.33,25000,0,13,1,1,3,44800,0,0,1,1.0,0,5,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
1000,988.29,0,0,8,1,2,2,47340,0,1,1,2.5,1,3,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
500,1238.89,0,0,3,1,0,3,4320,0,0,1,5.0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
1000,1384.64,0,0,16,1,2,3,38850,0,0,0,1.0,0,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
2000,1595.07,75800,0,19,1,0,2,47280,0,1,1,1.0,1,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
1000,1127.89,67400,-43800,0,1,2,0,26320,0,0,0,2.5,1,5,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
2000,929.7,46400,-74300,12,1,2,2,47430,0,0,0,5.0,0,7,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1000,1829.63,56700,0,21,3,1,0,49200,1,0,1,1.0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1000,904.7,68600,-22300,0,1,1,3,44520,0,0,0,1.0,0,6,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1000,1243.84,47900,-73400,22,1,1,3,38940,0,0,1,5.0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
2000,1030.95,47200,0,20,3,1,0,25130,0,0,1,5.0,0,5,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
500,1285.03,0,-41500,0,1,1,3,36540,0,1,0,1.0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
500,1216.56,67400,-83200,20,1,0,2,58500,0,0,1,1.0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2000,966.26,56400,-32800,1,3,0,0,53760,0,1,1,5.0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
500,1203.17,56700,-65600,11,1,0,0,46000,0,0,1,1.0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
2000,1212.12,65600,0,14,3,1,1,51570,0,0,1,2.5,0,6,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1000,1573.93,30400,0,20,3,0,2,43360,0,1,1,2.5,1,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1000,1609.67,0,-13200,22,1,1,3,48300,0,0,1,1.0,1,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
500,1097.57,0,0,12,1,1,0,49360,0,0,1,5.0,1,7,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
2000,1618.65,0,-42600,3,3,2,1,54670,0,0,0,2.5,0,5,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
500,922.67,47400,0,15,3,2,1,46800,0,1,1,1.0,0,3,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1000,1342.02,0,0,8,1,0,2,3600,0,1,1,1.0,1,6,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
500,1195.01,60700,-54300,13,3,0,2,36600,0,0,1,1.0,0,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1000,994.74,0,-55300,8,1,2,2,4340,0,0,1,5.0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1000,1050.24,30700,0,7,1,0,0,2520,0,0,1,1.0,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
2000,1313.51,68500,0,9,1,2,0,2240,0,0,0,2.5,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
2000,1102.29,73000,-37900,15,1,1,0,42000,0,0,1,5.0,0,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1000,1185.78,0,-60700,5,1,0,2,35600,1,1,1,2.5,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
500,1527.95,69400,0,15,4,0,1,46680,0,0,1,5.0,1,7,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1000,1366.39,0,-22400,22,3,2,1,35040,0,0,1,1.0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1000,1403.9,0,0,16,2,1,2,32080,0,0,1,5.0,0,7,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2000,927.23,51500,0,7,1,1,3,54080,0,1,1,5.0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2000,1554.86,59000,0,2,1,1,2,4760,0,0,0,2.5,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
2000,736.07,45700,0,17,4,0,0,46710,0,0,0,5.0,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1000,974.16,0,-56800,12,3,1,0,17010,0,0,0,2.5,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
500,973.8,0,-85900,9,1,1,0,52960,0,1,1,5.0,0,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
2000,1260.32,0,-79800,16,1,1,2,31850,0,1,0,1.0,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
1000,1464.03,0,0,19,3,2,0,44200,0,0,1,1.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2000,617.11,0,-54100,14,3,1,2,35560,0,0,1,1.0,1,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2000,1724.46,81800,0,18,3,1,3,35360,0,0,0,2.5,0,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
500,1161.31,64800,-24300,23,1,1,3,45760,0,0,1,5.0,0,7,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2000,1091.73,36100,-42300,15,3,0,2,38850,0,1,1,2.5,1,7,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2000,1209.07,0,0,18,1,0,1,43890,0,0,1,2.5,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
2000,1241.04,0,0,16,1,2,2,63770,0,0,1,2.5,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
500,1757.21,46400,0,12,3,1,0,38220,0,1,1,5.0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1000,802.24,0,-62500,16,1,0,1,44560,0,0,1,2.5,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1000,1342.72,0,-45300,21,1,1,2,48580,1,1,1,5.0,1,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2000,1209.41,0,0,15,3,0,1,39970,0,0,0,1.0,1,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1000,1141.71,36700,-73400,21,1,1,2,40620,0,0,0,5.0,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
500,1090.03,0,-51000,1,1,0,2,33880,0,0,1,1.0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
1000,1464.73,54900,-36700,17,3,0,0,40040,0,0,0,2.5,1,7,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1000,1118.58,0,-36600,5,3,2,1,36190,0,0,1,1.0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2000,1117.04,0,-42700,15,3,1,2,49140,0,0,1,2.5,1,6,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
500,1257.83,40700,-41600,2,4,2,2,33390,0,0,0,5.0,1,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2000,1082.72,61400,-57500,3,1,2,0,4060,0,0,1,2.5,0,7,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
1000,1191.8,55600,0,19,1,1,0,54990,0,0,0,1.0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
1000,1242.02,0,-28800,17,1,0,2,52430,0,0,1,1.0,1,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
500,1075.71,0,-47400,7,1,0,1,2320,1,1,1,2.5,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
1000,969.88,0,0,21,1,1,0,57690,0,0,0,1.0,1,6,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
